"nom","no","premiere_selection","derniere_selection","matchs","points","url"
"Hervé Chabowski",723,"le 29 juin 1985 contre l'Argentine","le 4 octobre 1989 contre les Lions britanniques et irlandais",4,0,"https://fr.wikipedia.org//wiki/Herv%C3%A9_Chabowski"
"Thierry Picard",724,"le 29 juin 1985 contre l'Argentine","le 7 juin 1986 contre l'Argentine",3,0,"https://fr.wikipedia.org//wiki/Thierry_Picard"
"Philippe Marocco",725,"le 18 janvier 1986 contre l'Écosse","le 19 octobre 1991 contre l'Angleterre",21,4,"https://fr.wikipedia.org//wiki/Philippe_Marocco"
"Denis Charvet",726,"le 1er mars 1986 contre le pays de Galles","le 2 février 1991 contre l'Irlande",23,27,"https://fr.wikipedia.org//wiki/Denis_Charvet"
"Jérôme Bianchi",727,"le 31 mai 1986 contre l'Argentine","le 31 mai 1986 contre l'Argentine",1,0,"https://fr.wikipedia.org//wiki/J%C3%A9r%C3%B4me_Bianchi"
"Marc Andrieu",728,"le 7 juin 1986 contre l'Argentine","le 3 mars 1990 contre l'Irlande",26,24,"https://fr.wikipedia.org//wiki/Marc_Andrieu"
"Claude Portolan",729,"le 21 juin 1986 contre l'Australie","le 4 mars 1989 contre l'Angleterre",3,0,"https://fr.wikipedia.org//wiki/Claude_Portolan"
"Patrick Serrière",730,"le 21 juin 1986 contre l'Australie","le 16 janvier 1988 contre l'Angleterre",3,0,"https://fr.wikipedia.org//wiki/Patrick_Serri%C3%A8re"
"Philippe Bérot",731,"le 23 octobre 1986 contre la Roumanie","le 1er juillet 1989 contre la Nouvelle-Zélande",19,159,"https://fr.wikipedia.org//wiki/Philippe_B%C3%A9rot"
"Alain Carminati",732,"le 23 octobre 1986 contre la Roumanie","le 18 novembre 1995 contre la Nouvelle-Zélande",20,14,"https://fr.wikipedia.org//wiki/Alain_Carminati"
"Franck Mesnel",733,"le 8 novembre 1986 contre la Nouvelle-Zélande","le 22 juin 1995 contre l'Angleterre",56,41,"https://fr.wikipedia.org//wiki/Franck_Mesnel"
"Pascal Ondarts",734,"le 15 novembre 1986 contre la Nouvelle-Zélande","le 19 octobre 1991 contre l'Angleterre",42,4,"https://fr.wikipedia.org//wiki/Pascal_Ondarts"
"Louis Armary",735,"le 28 mai 1987 contre la Roumanie","le 17 juin 1995 contre l'Afrique du Sud",47,4,"https://fr.wikipedia.org//wiki/Louis_Armary"
"Rodolphe Modin",736,"le 2 juin 1987 contre le Zimbabwe","le 2 juin 1987 contre le Zimbabwe",1,12,"https://fr.wikipedia.org//wiki/Rodolphe_Modin"
"Jean-Louis Tolot",737,"le 2 juin 1987 contre le Zimbabwe","le 2 juin 1987 contre le Zimbabwe",1,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Tolot"
"Karl Janik",738,"le 11 novembre 1987 contre la Roumanie","le 11 novembre 1987 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Karl_Janik"
"Marc Cécillon",739,"le 20 février 1988 contre l'Irlande","le 17 juin 1995 contre l'Afrique du Sud",46,38,"https://fr.wikipedia.org//wiki/Marc_C%C3%A9cillon"
"Michel Hondagné-Monge",740,"le 25 juin 1988 contre l'Argentine","le 25 juin 1988 contre l'Argentine",1,0,"https://fr.wikipedia.org//wiki/Michel_Hondagn%C3%A9-Monge"
"Gilles Bourguignon",741,"le 5 novembre 1988 contre l'Argentine","le 24 mai 1990 contre la Roumanie",6,0,"https://fr.wikipedia.org//wiki/Gilles_Bourguignon"
"Henri Sanz",742,"le 5 novembre 1988 contre l'Argentine","le 4 septembre 1991 contre le pays de Galles",11,4,"https://fr.wikipedia.org//wiki/Henri_Sanz_(rugby,_1963)"
"Pierre Arthapignet",743,"le 11 novembre 1988 contre l'Argentine","le 11 novembre 1988 contre l'Argentine",1,0,"https://fr.wikipedia.org//wiki/Pierre_Arthapignet"
"Thierry Devergie",744,"le 26 novembre 1988 contre la Roumanie","le 11 juillet 1992 contre l'Argentine",17,0,"https://fr.wikipedia.org//wiki/Thierry_Devergie"
"Marc Dal Maso",745,"le 26 novembre 1988 contre la Roumanie","le 1er avril 2000 contre l'Italie",33,20,"https://fr.wikipedia.org//wiki/Marc_Dal_Maso"
"Dominique Bouet",746,"le 17 juin 1989 contre la Nouvelle-Zélande","le 30 juin 1990 contre l'Australie",5,0,"https://fr.wikipedia.org//wiki/Dominique_Bouet"
"Philippe Rougé-Thomas",747,"le 17 juin 1989 contre la Nouvelle-Zélande","le 1er juillet 1989 contre la Nouvelle-Zélande",2,4,"https://fr.wikipedia.org//wiki/Philippe_Roug%C3%A9-Thomas"
"Olivier Roumat",748,"le 1er juillet 1989 contre la Nouvelle-Zélande","le 29 juin 1996 contre l'Argentine",61,23,"https://fr.wikipedia.org//wiki/Olivier_Roumat"
"Philippe Benetton",749,"le 4 octobre 1989 contre les Lions britanniques et irlandais","le 10 avril 1999 contre l'Écosse",59,34,"https://fr.wikipedia.org//wiki/Philippe_Benetton"
"Bernard Lacombe",750,"le 4 octobre 1989 contre les Lions britanniques et irlandais","le 24 juin 1990 contre l'Australie",2,4,"https://fr.wikipedia.org//wiki/Bernard_Lacombe_(rugby)"
"Marc Pujolle",751,"le 4 octobre 1989 contre les Lions britanniques et irlandais","le 10 novembre 1990 contre la Nouvelle-Zélande",8,0,"https://fr.wikipedia.org//wiki/Marc_Pujolle"
"Laurent Seigne",752,"le 4 octobre 1989 contre les Lions britanniques et irlandais","le 18 février 1995 contre l'Écosse",15,0,"https://fr.wikipedia.org//wiki/Laurent_Seigne"
"Stéphane Weller",753,"le 4 novembre 1989 contre l'Australie","le 3 novembre 1990 contre la Nouvelle-Zélande",4,0,"https://fr.wikipedia.org//wiki/St%C3%A9phane_Weller"
"Thierry Lacroix",754,"le 4 novembre 1989 contre l'Australie","le 22 novembre 1997 contre l'Afrique du Sud",43,367,"https://fr.wikipedia.org//wiki/Thierry_Lacroix"
"Pierre Hontas",755,"le 17 février 1990 contre l'Écosse","le 20 mars 1993 contre le pays de Galles",9,0,"https://fr.wikipedia.org//wiki/Pierre_Hontas"
"Jean-Marc Lhermet",756,"le 17 février 1990 contre l'Écosse","le 20 mai 1993 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Jean-Marc_Lhermet"
"Eric Melville",757,"le 3 mars 1990 contre l'Irlande","le 20 juillet 1991 contre les États-Unis",6,0,"https://fr.wikipedia.org//wiki/Eric_Melville"
"Philippe Gallart",758,"le 24 mai 1990 contre la Roumanie","le 26 mai 1995 contre les Tonga",18,0,"https://fr.wikipedia.org//wiki/Philippe_Gallart"
"Jean-Claude Langlade",759,"le 24 mai 1990 contre la Roumanie","le 3 novembre 1990 contre la Nouvelle-Zélande",3,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Langlade"
"Philippe Saint-André",760,"le 24 mai 1990 contre la Roumanie","le 22 novembre 1997 contre l'Afrique du Sud",69,152,"https://fr.wikipedia.org//wiki/Philippe_Saint-Andr%C3%A9"
"Abdelatif Benazzi",761,"le 9 juin 1990 contre l'Australie","le 7 avril 2001 contre l'Angleterre",78,45,"https://fr.wikipedia.org//wiki/Abdelatif_Benazzi"
"Christophe Deslandes",762,"le 9 juin 1990 contre l'Australie","le 11 juillet 1992 contre l'Argentine",6,0,"https://fr.wikipedia.org//wiki/Christophe_Deslandes"
"Fabrice Heyer",763,"le 24 juin 1990 contre l'Australie","le 24 juin 1990 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Fabrice_Heyer"
"Xavier Blond",764,"le 30 juin 1990 contre l'Australie","le 3 juillet 1994 contre la Nouvelle-Zélande",6,0,"https://fr.wikipedia.org//wiki/Xavier_Blond_(rugby_%C3%A0_XV)"
"Aubin Hueber",765,"le 30 juin 1990 contre l'Australie","le 28 mai 2000 contre la Roumanie",23,21,"https://fr.wikipedia.org//wiki/Aubin_Hueber"
"David Berty",766,"le 10 novembre 1990 contre la Nouvelle-Zélande","le 30 novembre 1996 contre l'Afrique du Sud",6,0,"https://fr.wikipedia.org//wiki/David_Berty"
"Jean-François Gourragne",767,"le 10 novembre 1990 contre la Nouvelle-Zélande","le 2 mars 1991 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Jean-Fran%C3%A7ois_Gourragne"
"Laurent Cabannes",768,"le 10 novembre 1990 contre la Nouvelle-Zélande","le 22 novembre 1997 contre l'Afrique du Sud",49,8,"https://fr.wikipedia.org//wiki/Laurent_Cabannes"
"Grégoire Lascubé",769,"le 19 janvier 1991 contre l'Écosse","le 15 février 1992 contre l'Angleterre",12,0,"https://fr.wikipedia.org//wiki/Gr%C3%A9goire_Lascub%C3%A9"
"Michel Tachdjian",770,"le 19 janvier 1991 contre l'Écosse","le 16 mars 1991 contre l'Angleterre",3,0,"https://fr.wikipedia.org//wiki/Michel_Tachdjian"
"Jean-Marie Cadieu",771,"le 22 juin 1991 contre la Roumanie","le 17 octobre 1992 contre l'Afrique du Sud",12,4,"https://fr.wikipedia.org//wiki/Jean-Marie_Cadieu"
"Michel Courtiols",772,"le 22 juin 1991 contre la Roumanie","le 4 septembre 1991 contre le pays de Galles",3,0,"https://fr.wikipedia.org//wiki/Michel_Courtiols"
"Fabien Galthié",773,"le 22 juin 1991 contre la Roumanie","le 16 novembre 2003 contre l'Angleterre",64,49,"https://fr.wikipedia.org//wiki/Fabien_Galthi%C3%A9"
"Philippe Gimbert",774,"le 22 juin 1991 contre la Roumanie","le 15 février 1992 contre l'Angleterre",4,0,"https://fr.wikipedia.org//wiki/Philippe_Gimbert"
"Vincent Moscato",775,"le 22 juin 1991 contre la Roumanie","le 15 février 1992 contre l'Angleterre",4,0,"https://fr.wikipedia.org//wiki/Vincent_Moscato"
"Serge Simon",776,"le 22 juin 1991 contre la Roumanie","le 13 juillet 1991 contre les États-Unis",2,4,"https://fr.wikipedia.org//wiki/Serge_Simon"
"Jean-François Tordo",777,"le 13 juillet 1991 contre les États-Unis","le 20 mai 1993 contre la Roumanie",15,0,"https://fr.wikipedia.org//wiki/Jean-Fran%C3%A7ois_Tordo"
"Jean-Luc Sadourny",778,"le 4 septembre 1991 contre le pays de Galles","le 7 avril 2001 contre l'Angleterre",71,86,"https://fr.wikipedia.org//wiki/Jean-Luc_Sadourny"
"Christophe Mougeot",779,"le 1er février 1992 contre le pays de Galles","le 14 novembre 1992 contre l'Argentine",3,0,"https://fr.wikipedia.org//wiki/Christophe_Mougeot"
"Alain Penaud",780,"le 1er février 1992 contre le pays de Galles","le 1er avril 2000 contre l'Italie",32,62,"https://fr.wikipedia.org//wiki/Alain_Penaud"
"Sébastien Viars",781,"le 1er février 1992 contre le pays de Galles","le 28 juin 1997 contre l'Australie",17,127,"https://fr.wikipedia.org//wiki/S%C3%A9bastien_Viars"
"Andries van Heerden",782,"le 15 février 1992 contre l'Angleterre","le 7 mars 1992 contre l'Écosse",2,0,"https://fr.wikipedia.org//wiki/Andries_van_Heerden"
"Pierre Montlaur",783,"le 15 février 1992 contre l'Angleterre","le 19 mars 1994 contre l'Écosse",2,2,"https://fr.wikipedia.org//wiki/Pierre_Montlaur_(rugby_%C3%A0_XV)"
"Jean-Pierre Genet",784,"le 7 mars 1992 contre l'Écosse","le 28 mai 1992 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Genet"
"Christophe Deylaud",785,"le 28 mai 1992 contre la Roumanie","le 21 octobre 1995 contre l'Argentine",16,51,"https://fr.wikipedia.org//wiki/Christophe_Deylaud"
"Michel Marfaing",786,"le 28 mai 1992 contre la Roumanie","le 4 juillet 1992 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Michel_Marfaing"
"Stéphane Ougier",787,"le 28 mai 1992 contre la Roumanie","le 22 mars 1997 contre l'Italie",4,4,"https://fr.wikipedia.org//wiki/St%C3%A9phane_Ougier"
"Jean-Michel Gonzalez",788,"le 4 juillet 1992 contre l'Argentine","le 16 mars 1996 contre le pays de Galles",35,5,"https://fr.wikipedia.org//wiki/Jean-Michel_Gonzalez"
"Christian Cœurveillé",789,"le 4 juillet 1992 contre l'Argentine","le 11 juillet 1992 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Christian_C%C5%93urveill%C3%A9"
"Philippe Bernat-Salles",790,"le 14 novembre 1992 contre l'Argentine","le 7 avril 2001 contre l'Angleterre",41,130,"https://fr.wikipedia.org//wiki/Philippe_Bernat-Salles"
"Laurent Mazas",791,"le 14 novembre 1992 contre l'Argentine","le 30 novembre 1996 contre l'Afrique du Sud",2,0,"https://fr.wikipedia.org//wiki/Laurent_Mazas"
"Stéphane Graou",792,"le 14 novembre 1992 contre l'Argentine","le 18 novembre 1995 contre la Nouvelle-Zélande",8,0,"https://fr.wikipedia.org//wiki/St%C3%A9phane_Graou"
"Hervé Couffignal",793,"le 20 mai 1993 contre la Roumanie","le 20 mai 1993 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Herv%C3%A9_Couffignal"
"Yann Lemeur",794,"le 20 mai 1993 contre la Roumanie","le 20 mai 1993 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Yann_Lemeur"
"Laurent Verge",795,"le 20 mai 1993 contre la Roumanie","le 20 mai 1993 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Laurent_Verge"
"Olivier Merle",796,"le 26 juin 1993 contre l'Afrique du Sud","le 22 novembre 1997 contre l'Afrique du Sud",45,30,"https://fr.wikipedia.org//wiki/Olivier_Merle_(rugby_%C3%A0_XV)"
"Olivier Campan",797,"le 26 juin 1993 contre l'Afrique du Sud","le 20 avril 1996 contre la Roumanie",6,5,"https://fr.wikipedia.org//wiki/Olivier_Campan"
"Léon Loppy",798,"le 17 octobre 1993 contre la Roumanie","le 17 octobre 1993 contre la Roumanie",1,5,"https://fr.wikipedia.org//wiki/L%C3%A9on_Loppy"
"Émile Ntamack",799,"le 19 février 1994 contre le pays de Galles","le 1er avril 2000 contre l'Italie",46,135,"https://fr.wikipedia.org//wiki/%C3%89mile_Ntamack"
"Laurent Bénézech",800,"le 5 mars 1994 contre l'Angleterre","le 18 novembre 1995 contre la Nouvelle-Zélande",15,0,"https://fr.wikipedia.org//wiki/Laurent_B%C3%A9n%C3%A9zech"
"William Techoueyres",801,"le 5 mars 1994 contre l'Angleterre","le 30 mai 1995 contre la Côte d'Ivoire",3,5,"https://fr.wikipedia.org//wiki/William_Techoueyres"
"Olivier Brouzet",802,"le 19 mars 1994 contre l'Écosse","le 9 novembre 2003 contre l'Irlande",71,10,"https://fr.wikipedia.org//wiki/Olivier_Brouzet"
"Yann Delaigue",803,"le 19 mars 1994 contre l'Écosse","le 26 novembre 2005 contre l'Afrique du Sud",20,37,"https://fr.wikipedia.org//wiki/Yann_Delaigue"
"Alain Macabiau",804,"le 19 mars 1994 contre l'Écosse","le 4 juin 1994 contre le Canada",2,0,"https://fr.wikipedia.org//wiki/Alain_Macabiau"
"Guy Accoceberry",805,"le 26 juin 1994 contre la Nouvelle-Zélande","le 22 mars 1997 contre l'Italie",19,10,"https://fr.wikipedia.org//wiki/Guy_Accoceberry"
"Christian Califano",806,"le 26 juin 1994 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",37,15,"https://fr.wikipedia.org//wiki/Christian_Califano"
"Arnaud Costes",807,"le 17 décembre 1994 contre le Canada","le 19 mars 2000 contre l'Irlande",14,5,"https://fr.wikipedia.org//wiki/Arnaud_Costes"
"Marc de Rougemont",808,"le 4 février 1995 contre l'Angleterre","le 22 mars 1997 contre l'Italie",13,0,"https://fr.wikipedia.org//wiki/Marc_de_Rougemont"
"Albert Cigagna",809,"le 22 juin 1995 contre l'Angleterre","le 22 juin 1995 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Albert_Cigagna"
"Alain Hyardet",810,"le 14 octobre 1995 contre l'Italie","le 21 octobre 1995 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Alain_Hyardet"
"Marc Lièvremont",811,"le 14 octobre 1995 contre l'Italie","le 6 novembre 1999 contre l'Australie",25,25,"https://fr.wikipedia.org//wiki/Marc_Li%C3%A8vremont"
"Franck Tournaire",812,"le 14 octobre 1995 contre l'Italie","le 4 novembre 2000 contre l'Australie",49,10,"https://fr.wikipedia.org//wiki/Franck_Tournaire"
"Patrick Arlettaz",813,"le 17 octobre 1995 contre la Roumanie","le 17 octobre 1995 contre la Roumanie",1,10,"https://fr.wikipedia.org//wiki/Patrick_Arlettaz"
"Olivier Azam",814,"le 17 octobre 1995 contre la Roumanie","le 22 juin 2002 contre l'Australie",10,0,"https://fr.wikipedia.org//wiki/Olivier_Azam_(rugby_%C3%A0_XV)"
"Philippe Carbonneau",815,"le 17 octobre 1995 contre la Roumanie","le 17 février 2001 contre l'Irlande",32,25,"https://fr.wikipedia.org//wiki/Philippe_Carbonneau"
"Thomas Castaignède",816,"le 17 octobre 1995 contre la Roumanie","le 9 juin 2007 contre la Nouvelle-Zélande",54,252,"https://fr.wikipedia.org//wiki/Thomas_Castaign%C3%A8de"
"Richard Dourthe",817,"le 17 octobre 1995 contre la Roumanie","le 17 février 2001 contre l'Irlande",31,183,"https://fr.wikipedia.org//wiki/Richard_Dourthe"
"Christophe Juillet",818,"le 17 octobre 1995 contre la Roumanie","le 17 mars 2001 contre le pays de Galles",18,10,"https://fr.wikipedia.org//wiki/Christophe_Juillet"
"Fabien Pelous",819,"le 17 octobre 1995 contre la Roumanie","le 13 octobre 2007 contre l'Angleterre",118,40,"https://fr.wikipedia.org//wiki/Fabien_Pelous"
"Michel Périé",820,"le 20 janvier 1996 contre l'Angleterre","le 17 février 1996 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Michel_P%C3%A9ri%C3%A9"
"Stéphane Glas",821,"le 3 février 1996 contre l'Écosse","le 30 juin 2001 contre la Nouvelle-Zélande",37,45,"https://fr.wikipedia.org//wiki/St%C3%A9phane_Glas"
"Richard Castel",822,"le 17 février 1996 contre l'Irlande","le 10 avril 1999 contre l'Écosse",15,10,"https://fr.wikipedia.org//wiki/Richard_Castel"
"Sylvain Dispagne",823,"le 17 février 1996 contre l'Irlande","le 16 mars 1996 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Sylvain_Dispagne"
"Raphaël Ibanez",824,"le 16 mars 1996 contre le pays de Galles","le 19 octobre 2007 contre l'Argentine",98,40,"https://fr.wikipedia.org//wiki/Rapha%C3%ABl_Ibanez"
"Hervé Guiraud",825,"le 20 avril 1996 contre la Roumanie","le 20 avril 1996 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Herv%C3%A9_Guiraud_(rugby_%C3%A0_XV)"
"Thierry Labrousse",826,"le 20 avril 1996 contre la Roumanie","le 30 novembre 1996 contre l'Afrique du Sud",2,10,"https://fr.wikipedia.org//wiki/Thierry_Labrousse"
"Hugues Miorin",827,"le 20 avril 1996 contre la Roumanie","le 28 mai 1996 contre la Roumanie",9,0,"https://fr.wikipedia.org//wiki/Hugues_Miorin"
"Christophe Moni",828,"le 20 avril 1996 contre la Roumanie","le 21 mars 2001 contre le pays de Galles",8,5,"https://fr.wikipedia.org//wiki/Christophe_Moni"
"David Venditti",829,"le 20 avril 1996 contre la Roumanie","le 1er avril 2000 contre l'Italie",14,30,"https://fr.wikipedia.org//wiki/David_Venditti"
"Jean-Louis Jordana",830,"le 20 avril 1996 contre la Roumanie","le 15 mars 1997 contre l'Écosse",7,0,"https://fr.wikipedia.org//wiki/Jean-Louis_Jordana"
"Thomas Lièvremont",831,"le 25 septembre 1996 contre le pays de Galles","le 18 mars 2006 contre le pays de Galles",35,30,"https://fr.wikipedia.org//wiki/Thomas_Li%C3%A8vremont"
"Guillaume Bouic",832,"le 30 novembre 1996 contre l'Afrique du Sud","le 30 novembre 1996 contre l'Afrique du Sud",1,0,"https://fr.wikipedia.org//wiki/Guillaume_Bouic"
"Christophe Lamaison",833,"le 30 novembre 1996 contre l'Afrique du Sud","le 17 mars 2001 contre le pays de Galles",37,380,"https://fr.wikipedia.org//wiki/Christophe_Lamaison"
"Laurent Leflamand",834,"le 7 décembre 1996 contre l'Afrique du Sud","le 22 novembre 1997 contre l'Afrique du Sud",8,25,"https://fr.wikipedia.org//wiki/Laurent_Leflamand"
"Jean-Jacques Crenca",835,"le 7 décembre 1996 contre l'Afrique du Sud","le 27 mars 2004 contre l'Angleterre",39,20,"https://fr.wikipedia.org//wiki/Jean-Jacques_Crenca"
"David Aucagne",836,"le 15 février 1997 contre le pays de Galles","le 10 avril 1999 contre l'Écosse",15,38,"https://fr.wikipedia.org//wiki/David_Aucagne"
"Olivier Magne",837,"le 15 février 1997 contre le pays de Galles","le 9 juin 2007 contre la Nouvelle-Zélande",89,70,"https://fr.wikipedia.org//wiki/Olivier_Magne"
"Didier Casadeï",838,"le 15 mars 1997 contre l'Écosse","le 22 novembre 1997 contre l'Afrique du Sud",3,0,"https://fr.wikipedia.org//wiki/Didier_Casade%C3%AF"
"Pierre Bondouy",839,"le 15 mars 1997 contre l'Écosse","le 28 mai 2000 contre la Roumanie",5,10,"https://fr.wikipedia.org//wiki/Pierre_Bondouy"
"Ugo Mola",840,"le 15 mars 1997 contre l'Écosse","le 6 novembre 1999 contre l'Australie",12,30,"https://fr.wikipedia.org//wiki/Ugo_Mola"
"Serge Betsen",841,"le 22 mars 1997 contre l'Italie","le 13 octobre 2007 contre l'Angleterre",63,45,"https://fr.wikipedia.org//wiki/Serge_Betsen"
"David Dantiacq",842,"le 1er juin 1997 contre la Roumanie","le 1er juin 1997 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/David_Dantiacq"
"Frédéric Torossian",843,"le 1er juin 1997 contre la Roumanie","le 1er juin 1997 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Fr%C3%A9d%C3%A9ric_Torossian"
"David Laperne",844,"le 1er juin 1997 contre la Roumanie","le 1er juin 1997 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/David_Laperne"
"Jérôme Cazalbou",845,"le 18 octobre 1997 contre l'Italie","le 22 novembre 1997 contre l'Afrique du Sud",4,0,"https://fr.wikipedia.org//wiki/J%C3%A9r%C3%B4me_Cazalbou"
"Nicolas Bacqué",846,"le 22 octobre 1997 contre la Roumanie","le 22 octobre 1997 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Nicolas_Bacqu%C3%A9"
"Cédric Soulette",847,"le 22 octobre 1997 contre la Roumanie","le 6 novembre 1999 contre l'Australie",13,10,"https://fr.wikipedia.org//wiki/C%C3%A9dric_Soulette"
"Nicolas Brusque",848,"le 22 octobre 1997 contre la Roumanie","le 5 février 2006 contre l'Écosse",27,38,"https://fr.wikipedia.org//wiki/Nicolas_Brusque"
"Pierre Mignoni",849,"le 22 octobre 1997 contre la Roumanie","le 19 octobre 2007 contre l'Argentine",28,30,"https://fr.wikipedia.org//wiki/Pierre_Mignoni"
